strona przedtytułowa;http://ebuw.uw.edu.pl/Content/283674/Kt2i.djvu?djvuopts&page=00000002l.djvu;nlb.1
strona przedtytułowa;http://ebuw.uw.edu.pl/Content/283674/Kt2i.djvu?djvuopts&page=00000002r.djvu;nlb.1
strona tytułowa;http://ebuw.uw.edu.pl/Content/283674/Kt2i.djvu?djvuopts&page=00000003l.djvu;nlb.3
strona tytułowa;http://ebuw.uw.edu.pl/Content/283674/Kt2i.djvu?djvuopts&page=00000003r.djvu;nlb.3
wstęp;http://ebuw.uw.edu.pl/Content/283674/Kt2i.djvu?djvuopts&page=00000004l.djvu;nlb. 4
wstęp;http://ebuw.uw.edu.pl/Content/283674/Kt2i.djvu?djvuopts&page=00000004r.djvu;nlb. 5
wstęp;http://ebuw.uw.edu.pl/Content/283674/Kt2i.djvu?djvuopts&page=00000005l.djvu;nlb. 6
wstęp;http://ebuw.uw.edu.pl/Content/283674/Kt2i.djvu?djvuopts&page=00000005r.djvu;nlb. 7
wstęp;http://ebuw.uw.edu.pl/Content/283674/Kt2i.djvu?djvuopts&page=00000006l.djvu;nlb. 8
wstęp;http://ebuw.uw.edu.pl/Content/283674/Kt2i.djvu?djvuopts&page=00000006r.djvu;nlb. 9
Imprimatur;http://ebuw.uw.edu.pl/Content/283674/Kt2i.djvu?djvuopts&page=00000007l.djvu;nlb. 10
Auctor Lectori S.;http://ebuw.uw.edu.pl/Content/283674/Kt2i.djvu?djvuopts&page=00000007r.djvu;nlb. 11
Auctor Lectori S.;http://ebuw.uw.edu.pl/Content/283674/Kt2i.djvu?djvuopts&page=00000008l.djvu;nlb. 12
Auctor Lectori S.;http://ebuw.uw.edu.pl/Content/283674/Kt2i.djvu?djvuopts&page=00000008r.djvu;nlb. 13
Auctor Lectori S.;http://ebuw.uw.edu.pl/Content/283674/Kt2i.djvu?djvuopts&page=00000009l.djvu;nlb. 14
Auctor Lectori S.;http://ebuw.uw.edu.pl/Content/283674/Kt2i.djvu?djvuopts&page=00000009r.djvu;nlb. 15
Corrigenda;http://ebuw.uw.edu.pl/Content/283674/Kt2i.djvu?djvuopts&page=00000010l.djvu;nlb. 16
